event,time,direction,z,price_a,price_b,shares_a,shares_b,pnl,equity
HOLD,2026-09-17 16:00:00+00:00,FLAT,0.1687,76756.2,2470.38,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:05:00+00:00,FLAT,0.1687,76701.3,2471.42,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:10:00+00:00,FLAT,0.1687,76726.7,2470.05,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:15:00+00:00,FLAT,0.1687,76705.5,2468.65,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:20:00+00:00,FLAT,0.1687,76771.2,2470.87,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:25:00+00:00,FLAT,0.1687,76697.0,2468.76,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:30:00+00:00,FLAT,0.1687,76601.1,2457.35,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:35:00+00:00,FLAT,0.1687,76633.9,2464.22,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:40:00+00:00,FLAT,0.1687,76611.7,2463.31,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:45:00+00:00,FLAT,0.1687,76638.5,2463.53,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:50:00+00:00,FLAT,0.1687,76704.4,2465.9,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 16:55:00+00:00,FLAT,0.1687,76731.1,2469.18,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:00:00+00:00,FLAT,0.1687,76898.7,2475.74,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:05:00+00:00,FLAT,0.1687,76877.4,2473.09,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:10:00+00:00,FLAT,0.1687,76816.8,2470.59,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:15:00+00:00,FLAT,0.1687,76803.4,2471.6,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:20:00+00:00,FLAT,0.1687,76920.0,2474.57,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:25:00+00:00,FLAT,0.1687,76894.4,2473.24,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:30:00+00:00,FLAT,0.1687,76924.8,2471.18,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:35:00+00:00,FLAT,0.1687,76834.3,2470.61,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:40:00+00:00,FLAT,0.1687,76733.0,2465.99,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:45:00+00:00,FLAT,0.1687,76622.8,2462.69,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:50:00+00:00,FLAT,0.1687,76611.6,2460.34,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 17:55:00+00:00,FLAT,0.1687,76684.9,2462.8,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:00:00+00:00,FLAT,0.1687,76679.5,2461.8,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:05:00+00:00,FLAT,0.1687,76678.0,2459.48,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:10:00+00:00,FLAT,0.1687,76663.1,2462.56,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:15:00+00:00,FLAT,0.1687,76740.9,2461.3,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:20:00+00:00,FLAT,0.1687,76777.5,2460.98,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:25:00+00:00,FLAT,0.1687,76777.5,2461.44,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:30:00+00:00,FLAT,0.1687,76627.0,2455.88,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:35:00+00:00,FLAT,0.1687,76475.8,2451.54,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:40:00+00:00,FLAT,0.1687,76579.0,2455.55,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:45:00+00:00,FLAT,0.1687,76649.1,2457.59,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:50:00+00:00,FLAT,0.1687,76615.1,2454.76,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 18:55:00+00:00,FLAT,0.1687,76569.9,2452.24,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:00:00+00:00,FLAT,-1.014,76593.1,2454.81,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:05:00+00:00,FLAT,-1.014,76600.6,2455.05,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:10:00+00:00,FLAT,-1.014,76564.3,2455.05,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:15:00+00:00,FLAT,-1.014,76537.0,2455.05,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:20:00+00:00,FLAT,-1.014,76602.7,2453.23,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:25:00+00:00,FLAT,-1.014,76559.1,2453.2,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:30:00+00:00,FLAT,-1.014,76577.9,2452.0,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:35:00+00:00,FLAT,-1.014,76559.4,2448.61,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:40:00+00:00,FLAT,-1.014,76590.5,2449.37,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:45:00+00:00,FLAT,-1.014,76543.0,2446.6,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:50:00+00:00,FLAT,-1.014,76628.6,2452.7,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 19:55:00+00:00,FLAT,-1.014,76598.1,2449.89,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:00:00+00:00,FLAT,-1.014,76563.2,2448.42,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:05:00+00:00,FLAT,-1.014,76615.2,2452.4,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:10:00+00:00,FLAT,-1.014,76625.6,2453.18,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:15:00+00:00,FLAT,-1.014,76612.0,2453.86,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:20:00+00:00,FLAT,-1.014,76700.0,2458.43,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:25:00+00:00,FLAT,-1.014,76710.5,2457.91,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:30:00+00:00,FLAT,-1.014,76636.7,2454.84,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:35:00+00:00,FLAT,-1.014,76654.7,2453.54,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:40:00+00:00,FLAT,-1.014,76528.9,2450.77,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:45:00+00:00,FLAT,-1.4646,76533.5,2449.74,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:50:00+00:00,FLAT,-1.4646,76517.5,2450.64,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 20:55:00+00:00,FLAT,-1.4646,76564.9,2452.58,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:00:00+00:00,FLAT,-1.4646,76519.1,2452.16,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:05:00+00:00,FLAT,-1.4646,76514.4,2451.98,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:10:00+00:00,FLAT,-1.4646,76504.5,2450.55,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:15:00+00:00,FLAT,-1.4646,76505.7,2451.38,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:20:00+00:00,FLAT,-1.4646,76529.6,2452.09,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:25:00+00:00,FLAT,-1.4646,76550.0,2452.2,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:30:00+00:00,FLAT,-1.4646,76556.4,2451.67,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:35:00+00:00,FLAT,-1.4646,76551.9,2453.24,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:40:00+00:00,FLAT,-1.4646,76551.8,2451.8,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:45:00+00:00,FLAT,-1.4646,76500.0,2450.06,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:50:00+00:00,FLAT,-1.4646,76445.1,2449.26,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 21:55:00+00:00,FLAT,-1.4646,76412.9,2448.92,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 22:00:00+00:00,FLAT,-1.4646,76377.0,2446.5,0.0,0.0,0.0,9985.19
HOLD,2026-09-17 22:05:00+00:00,FLAT,-1.4646,76347.8,2444.08,0.0,0.0,0.0,9985.19
